0,1,357,246
0,2,442,245
0,3,400,292
0,4,380,331
1,1,357,246
1,2,443,247
1,3,400,295
1,4,380,328
2,1,357,246
2,2,443,247
2,3,400,296
2,4,378,327
3,1,378,243
3,2,440,247
3,3,397,297
3,4,379,327
4,1,378,243
4,2,440,247
4,3,397,297
4,4,379,327
5,1,378,243
5,2,440,247
5,3,397,297
5,4,379,327
6,1,378,243
6,2,440,247
6,3,397,297
6,4,379,327
7,1,378,243
7,2,440,247
7,3,397,297
7,4,379,327
8,1,378,243
8,2,440,247
8,3,397,297
8,4,379,327
9,1,378,243
9,2,440,247
9,3,397,297
9,4,379,327
10,1,378,243
10,2,440,247
10,3,397,297
10,4,379,327
11,1,378,243
11,2,440,247
11,3,397,297
11,4,379,327
12,1,378,243
12,2,440,247
12,3,397,297
12,4,379,327
13,1,378,243
13,2,440,247
13,3,397,297
13,4,379,327
14,1,378,243
14,2,440,247
14,3,397,297
14,4,379,327
15,1,378,243
15,2,440,247
15,3,397,297
15,4,379,327
16,1,378,243
16,2,440,247
16,3,397,297
16,4,379,327
17,1,378,243
17,2,440,247
17,3,397,297
17,4,379,327
18,1,378,243
18,2,440,247
18,3,397,297
18,4,379,327
19,1,378,243
19,2,440,247
19,3,397,297
19,4,379,327
20,1,378,243
20,2,440,247
20,3,397,297
20,4,379,327
21,1,378,243
21,2,440,247
21,3,397,297
21,4,379,327
22,1,359,246
22,2,443,248
22,3,401,292
22,4,380,331
23,1,358,247
23,2,439,249
23,3,401,292
23,4,379,329
24,1,358,247
24,2,439,250
24,3,401,292
24,4,380,331
25,1,358,247
25,2,441,248
25,3,401,292
25,4,377,333
26,1,358,247
26,2,441,249
26,3,401,292
26,4,379,332
27,1,358,247
27,2,442,249
27,3,401,292
27,4,380,331
28,1,358,247
28,2,440,249
28,3,401,296
28,4,379,330
29,1,358,247
29,2,439,248
29,3,399,298
29,4,379,331
30,1,358,247
30,2,440,248
30,3,399,297
30,4,379,330
31,1,358,247
31,2,441,248
31,3,398,296
31,4,378,331
32,1,358,247
32,2,440,251
32,3,397,299
32,4,378,328
33,1,359,247
33,2,439,248
33,3,397,299
33,4,378,331
34,1,359,247
34,2,440,249
34,3,397,299
34,4,376,330
35,1,359,247
35,2,441,248
35,3,397,299
35,4,377,328
36,1,359,247
36,2,443,246
36,3,397,299
36,4,378,328
37,1,359,247
37,2,439,248
37,3,397,299
37,4,379,329
38,1,359,247
38,2,439,249
38,3,397,299
38,4,379,330
39,1,359,247
39,2,439,249
39,3,397,299
39,4,378,329
40,1,359,247
40,2,438,249
40,3,397,299
40,4,378,329
41,1,360,247
41,2,440,252
41,3,397,299
41,4,383,329
42,1,360,247
42,2,441,248
42,3,397,299
42,4,381,330
43,1,360,247
43,2,441,249
43,3,397,299
43,4,379,328
44,1,360,247
44,2,441,251
44,3,397,299
44,4,381,328
45,1,359,249
45,2,441,248
45,3,397,299
45,4,380,329
46,1,359,249
46,2,441,248
46,3,397,299
46,4,380,331
47,1,359,249
47,2,443,252
47,3,397,299
47,4,379,330
48,1,359,250
48,2,442,248
48,3,397,299
48,4,381,331
49,1,359,251
49,2,440,250
49,3,397,299
49,4,381,332
50,1,359,253
50,2,444,252
50,3,397,299
50,4,381,334
51,1,361,257
51,2,439,257
51,3,397,299
51,4,381,340
52,1,363,261
52,2,441,263
52,3,397,299
52,4,383,344
53,1,363,264
53,2,440,264
53,3,397,299
53,4,380,345
54,1,363,265
54,2,446,268
54,3,397,299
54,4,382,348
55,1,363,267
55,2,443,264
55,3,397,299
55,4,379,350
56,1,364,270
56,2,442,269
56,3,397,299
56,4,380,352
57,1,363,273
57,2,446,270
57,3,397,299
57,4,382,356
58,1,356,272
58,2,443,271
58,3,401,320
58,4,379,356
59,1,356,271
59,2,443,267
59,3,402,320
59,4,380,354
60,1,358,270
60,2,444,267
60,3,402,319
60,4,378,355
61,1,358,270
61,2,440,267
61,3,400,324
61,4,380,354
62,1,358,270
62,2,442,269
62,3,401,323
62,4,380,353
63,1,356,269
63,2,444,268
63,3,401,319
63,4,378,355
64,1,357,269
64,2,444,268
64,3,401,318
64,4,379,355
65,1,356,268
65,2,445,269
65,3,402,318
65,4,380,353
66,1,356,268
66,2,444,267
66,3,400,318
66,4,378,353
67,1,357,268
67,2,444,267
67,3,401,317
67,4,379,354
68,1,357,268
68,2,443,266
68,3,401,320
68,4,380,352
69,1,357,268
69,2,445,265
69,3,401,318
69,4,377,351
70,1,356,267
70,2,442,264
70,3,400,316
70,4,377,353
71,1,356,267
71,2,441,268
71,3,398,317
71,4,378,351
72,1,356,267
72,2,445,266
72,3,398,320
72,4,376,348
73,1,356,267
73,2,448,267
73,3,399,321
73,4,377,350
74,1,356,267
74,2,442,265
74,3,399,316
74,4,378,352
75,1,356,267
75,2,442,266
75,3,401,318
75,4,379,350
76,1,357,267
76,2,443,267
76,3,399,319
76,4,378,348
