0,1,383,297
0,2,495,300
0,3,443,361
0,4,0,0
1,1,383,297
1,2,495,300
1,3,443,361
1,4,0,0
2,1,383,297
2,2,495,300
2,3,443,361
2,4,0,0
3,1,383,297
3,2,495,300
3,3,443,361
3,4,0,0
4,1,383,297
4,2,495,300
4,3,443,361
4,4,0,0
5,1,383,297
5,2,495,300
5,3,443,361
5,4,0,0
6,1,383,297
6,2,495,300
6,3,443,361
6,4,0,0
7,1,383,297
7,2,495,300
7,3,443,361
7,4,0,0
8,1,383,297
8,2,495,300
8,3,443,361
8,4,0,0
9,1,381,295
9,2,497,300
9,3,445,356
9,4,0,0
10,1,381,295
10,2,497,300
10,3,445,357
10,4,414,415
11,1,381,295
11,2,497,300
11,3,445,362
11,4,415,413
12,1,381,296
12,2,497,301
12,3,445,365
12,4,416,415
13,1,381,296
13,2,498,301
13,3,447,363
13,4,415,413
14,1,381,296
14,2,498,301
14,3,446,363
14,4,418,413
15,1,381,296
15,2,497,301
15,3,446,366
15,4,415,413
16,1,380,297
16,2,494,302
16,3,445,360
16,4,415,415
17,1,380,297
17,2,493,302
17,3,444,364
17,4,416,411
18,1,380,297
18,2,493,302
18,3,444,363
18,4,415,411
19,1,380,298
19,2,493,303
19,3,444,363
19,4,416,410
20,1,378,299
20,2,490,304
20,3,441,366
20,4,412,410
21,1,374,293
21,2,484,300
21,3,432,361
21,4,404,404
22,1,374,293
22,2,484,300
22,3,432,361
22,4,404,404
23,1,360,267
23,2,443,268
23,3,399,311
23,4,378,351
24,1,359,267
24,2,434,269
24,3,392,308
24,4,373,339
25,1,363,262
25,2,435,266
25,3,397,300
25,4,383,332
26,1,364,262
26,2,437,267
26,3,398,301
26,4,384,333
27,1,364,263
27,2,437,267
27,3,398,302
27,4,382,334
28,1,361,265
28,2,435,269
28,3,395,304
28,4,378,334
29,1,358,267
29,2,432,268
29,3,391,306
29,4,375,338
30,1,355,269
30,2,431,274
30,3,389,309
30,4,375,338
31,1,354,270
31,2,429,274
31,3,389,318
31,4,374,342
32,1,352,270
32,2,429,273
32,3,386,316
32,4,369,342
33,1,348,272
33,2,420,277
33,3,383,323
33,4,365,344
34,1,348,272
34,2,420,277
34,3,383,323
34,4,365,344
35,1,348,272
35,2,420,277
35,3,383,323
35,4,365,344
36,1,348,272
36,2,420,277
36,3,383,323
36,4,365,344
37,1,348,272
37,2,420,277
37,3,383,323
37,4,365,344
38,1,348,272
38,2,420,277
38,3,383,323
38,4,365,344
39,1,348,272
39,2,420,277
39,3,383,323
39,4,365,344
40,1,348,272
40,2,420,277
40,3,383,323
40,4,365,344
41,1,348,272
41,2,420,277
41,3,383,323
41,4,365,344
42,1,348,272
42,2,420,277
42,3,383,323
42,4,365,344
43,1,348,272
43,2,420,277
43,3,383,323
43,4,365,344
44,1,348,272
44,2,420,277
44,3,383,323
44,4,365,344
45,1,348,272
45,2,420,277
45,3,383,323
45,4,365,344
46,1,348,272
46,2,420,277
46,3,383,323
46,4,365,344
47,1,348,272
47,2,420,277
47,3,383,323
47,4,365,344
48,1,348,272
48,2,420,277
48,3,383,323
48,4,365,344
49,1,348,272
49,2,420,277
49,3,383,323
49,4,365,344
50,1,348,272
50,2,420,277
50,3,383,323
50,4,365,344
51,1,348,272
51,2,420,277
51,3,383,323
51,4,365,344
52,1,12,36
52,2,22,20
52,3,36,22
52,4,36,22
53,1,349,282
53,2,433,280
53,3,387,325
53,4,367,361
54,1,349,282
54,2,434,280
54,3,389,330
54,4,368,361
55,1,349,282
55,2,429,286
55,3,389,331
55,4,367,358
56,1,349,282
56,2,429,286
56,3,387,328
56,4,367,358
57,1,349,282
57,2,429,287
57,3,386,326
57,4,367,359
58,1,346,278
58,2,431,284
58,3,385,329
58,4,366,358
59,1,346,278
59,2,431,284
59,3,385,329
59,4,366,359
60,1,346,278
60,2,430,285
60,3,385,330
60,4,366,359
61,1,346,278
61,2,430,285
61,3,384,331
61,4,364,358
62,1,346,278
62,2,431,283
62,3,384,331
62,4,364,358
63,1,347,278
63,2,432,283
63,3,385,331
63,4,366,359
64,1,347,278
64,2,430,283
64,3,385,328
64,4,366,359
65,1,347,278
65,2,430,283
65,3,387,327
65,4,366,359
66,1,347,278
66,2,430,283
66,3,387,327
66,4,366,360
67,1,347,278
67,2,428,287
67,3,387,327
67,4,363,358
68,1,347,278
68,2,428,287
68,3,387,327
68,4,363,358
69,1,347,278
69,2,429,283
69,3,386,327
69,4,365,360
70,1,347,278
70,2,432,286
70,3,387,328
70,4,365,360
71,1,347,278
71,2,433,287
71,3,387,328
71,4,365,360
72,1,347,278
72,2,433,287
72,3,387,328
72,4,365,360
73,1,345,278
73,2,431,286
73,3,386,330
73,4,366,360
74,1,344,278
74,2,431,286
74,3,386,330
74,4,366,358
75,1,344,278
75,2,431,286
75,3,386,331
75,4,366,358
76,1,344,278
76,2,431,286
76,3,386,331
76,4,363,360
77,1,344,278
77,2,431,286
77,3,386,331
77,4,363,360
78,1,344,278
78,2,431,286
78,3,386,331
78,4,364,360
79,1,344,278
79,2,431,286
79,3,384,333
79,4,363,360
80,1,344,278
80,2,431,286
80,3,384,331
80,4,364,360
81,1,344,278
81,2,431,286
81,3,384,329
81,4,364,360
82,1,344,278
82,2,431,286
82,3,384,331
82,4,364,358
83,1,344,278
83,2,430,286
83,3,384,331
83,4,364,358
84,1,344,278
84,2,430,286
84,3,384,331
84,4,364,358
85,1,344,278
85,2,430,286
85,3,384,331
85,4,364,360
86,1,345,278
86,2,430,286
86,3,384,331
