0,1,0,4
0,2,0,1124024324
0,3,0,1
0,4,0,0
1,1,0,0
1,2,0,128
1,3,80,0
1,4,0,0
2,1,380,291
2,2,467,296
2,3,423,342
2,4,397,380
3,1,380,291
3,2,467,296
3,3,421,343
3,4,432,402
4,1,380,291
4,2,468,296
4,3,420,343
4,4,439,440
5,1,379,291
5,2,467,296
5,3,418,344
5,4,400,382
6,1,379,291
6,2,467,296
6,3,418,344
6,4,396,379
7,1,376,292
7,2,465,296
7,3,418,344
7,4,396,380
8,1,376,292
8,2,465,299
8,3,416,344
8,4,395,379
9,1,374,292
9,2,462,299
9,3,414,348
9,4,394,380
10,1,372,292
10,2,460,299
10,3,414,346
10,4,390,379
11,1,371,292
11,2,458,299
11,3,410,348
11,4,389,380
12,1,371,292
12,2,458,299
12,3,410,346
12,4,392,380
13,1,373,291
13,2,461,298
13,3,411,344
13,4,392,380
14,1,373,291
14,2,461,298
14,3,411,344
14,4,392,379
15,1,373,291
15,2,461,298
15,3,411,344
15,4,392,378
16,1,373,291
16,2,461,298
16,3,413,346
16,4,394,378
17,1,373,291
17,2,460,298
17,3,413,344
17,4,394,380
18,1,371,292
18,2,457,298
18,3,411,344
18,4,390,380
19,1,371,292
19,2,457,298
19,3,410,346
19,4,392,381
20,1,372,292
20,2,458,298
20,3,411,346
20,4,393,382
21,1,373,292
21,2,459,298
21,3,412,348
21,4,394,381
22,1,374,292
22,2,460,298
22,3,413,346
22,4,392,381
23,1,374,292
23,2,460,298
23,3,413,346
23,4,393,381
24,1,374,292
24,2,460,298
24,3,413,346
24,4,395,382
25,1,374,292
25,2,460,298
25,3,414,346
25,4,393,382
26,1,374,292
26,2,460,298
26,3,413,344
26,4,394,381
27,1,374,292
27,2,459,298
27,3,412,346
27,4,393,383
28,1,373,292
28,2,458,297
28,3,412,345
28,4,396,384
29,1,371,293
29,2,456,300
29,3,411,348
29,4,393,381
30,1,371,293
30,2,456,298
30,3,410,347
30,4,393,384
31,1,371,292
31,2,456,296
31,3,408,348
31,4,392,383
32,1,371,292
32,2,455,299
32,3,410,348
32,4,392,383
33,1,371,292
33,2,455,299
33,3,410,348
33,4,391,383
34,1,386,295
34,2,456,302
34,3,408,346
34,4,391,383
35,1,386,295
35,2,455,299
35,3,408,347
35,4,391,383
36,1,385,295
36,2,453,299
36,3,406,350
36,4,391,383
37,1,383,295
37,2,451,299
37,3,404,349
37,4,391,378
38,1,379,295
38,2,447,299
38,3,400,350
38,4,391,378
39,1,364,288
39,2,431,291
39,3,386,341
39,4,391,378
40,1,363,281
40,2,429,285
40,3,384,335
40,4,370,367
41,1,364,280
41,2,429,284
41,3,382,334
41,4,370,367
42,1,364,280
42,2,429,284
42,3,382,334
42,4,370,367
43,1,364,280
43,2,429,284
43,3,382,334
43,4,370,367
44,1,364,280
44,2,429,284
44,3,382,334
44,4,370,367
45,1,344,289
45,2,425,287
45,3,383,330
45,4,364,371
46,1,347,289
46,2,426,286
46,3,385,330
46,4,366,372
47,1,348,288
47,2,428,287
47,3,386,338
47,4,367,373
48,1,345,287
48,2,429,289
48,3,384,336
48,4,365,373
49,1,342,286
49,2,426,287
49,3,379,334
49,4,362,372
50,1,342,288
50,2,426,289
50,3,381,336
50,4,360,371
51,1,346,293
51,2,429,294
51,3,382,341
51,4,361,374
52,1,338,291
52,2,427,294
52,3,383,340
52,4,362,374
53,1,339,290
53,2,429,293
53,3,384,339
53,4,361,374
54,1,339,291
54,2,426,295
54,3,385,344
54,4,363,373
55,1,345,291
55,2,428,293
55,3,385,338
55,4,363,376
56,1,345,290
56,2,428,293
56,3,386,343
56,4,363,372
57,1,345,290
57,2,426,294
57,3,383,343
57,4,364,374
58,1,345,290
58,2,427,294
58,3,383,341
58,4,363,375
59,1,345,290
59,2,430,292
59,3,384,338
59,4,363,376
60,1,345,290
60,2,427,295
60,3,383,340
60,4,364,372
61,1,346,290
61,2,430,292
61,3,383,340
61,4,362,373
62,1,346,290
62,2,429,290
62,3,383,340
62,4,362,374
63,1,345,290
63,2,430,289
63,3,386,341
63,4,361,374
64,1,344,288
64,2,427,294
64,3,385,340
64,4,365,373
65,1,344,288
65,2,427,294
65,3,386,339
65,4,364,374
66,1,344,288
66,2,430,295
66,3,382,340
66,4,363,372
67,1,344,288
67,2,430,295
67,3,382,340
67,4,363,372
68,1,344,288
68,2,430,295
68,3,382,340
68,4,363,372
69,1,344,288
69,2,430,295
69,3,382,340
69,4,363,372
70,1,343,291
70,2,426,293
70,3,382,336
70,4,363,375
71,1,343,291
71,2,428,292
71,3,383,338
71,4,362,374
72,1,343,291
72,2,425,293
72,3,383,340
72,4,361,371
73,1,343,291
73,2,427,290
73,3,383,341
73,4,363,375
74,1,343,291
74,2,430,290
74,3,383,341
74,4,362,375
75,1,343,291
75,2,430,291
75,3,384,340
75,4,363,373
76,1,343,291
76,2,429,295
76,3,383,340
76,4,362,372
77,1,343,291
77,2,426,294
77,3,384,339
77,4,360,372
78,1,343,291
78,2,424,294
78,3,384,339
78,4,362,372
79,1,343,291
79,2,428,293
79,3,383,342
79,4,362,374
80,1,343,291
